time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2002-01-22T04:53:52.650Z,35.79,26.617,88,6.2,mwc,390,,,0.95,us,usp000awya,2022-05-02T15:42:26.486Z,"49 km NW of Fry, Greece",earthquake,,,,,reviewed,us,hrv
2001-10-31T12:33:52.810Z,37.249,36.136,10,5.1,mb,271,,,0.93,us,usp000arzg,2022-04-29T19:39:27.092Z,"14 km SSE of Kadirli, Turkey",earthquake,,,,125,reviewed,us,us
2001-08-26T00:41:13.170Z,40.951,31.573,7.8,5,mb,332,,,,us,usp000an1e,2022-04-29T19:29:59.600Z,"24 km N of Bolu, Turkey",earthquake,,,,143,reviewed,isk,us
2001-07-10T21:42:08.840Z,39.832,41.623,33,5.4,mwc,269,,,1.06,us,usp000ajbh,2022-04-29T19:25:48.066Z,"16 km SSW of Pasinler, Turkey",earthquake,,,,,reviewed,us,hrv
2001-06-25T13:28:46.510Z,37.238,36.206,5,5.5,mwc,288,,,1.29,us,usp000ahe3,2022-04-29T19:24:30.874Z,"17 km SSE of Kadirli, Turkey",earthquake,,,,,reviewed,us,hrv
2001-06-10T13:11:04.230Z,38.582,25.613,33,5.6,mwc,333,,,1.28,us,usp000agbw,2022-04-29T19:21:33.510Z,"6 km NE of Psará, Greece",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:47.660Z,38.457,31.351,10,6,mwc,174,,,1.24,us,usp000a64f,2022-04-29T19:01:28.396Z,"12 km NNW of Ak?ehir, Turkey",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:43.440Z,38.541,31.207,10,5,mb,161,,,1.26,us,usp000a64e,2014-11-07T01:11:44.081Z,"2 km WNW of Sultanda??, Turkey",earthquake,,,,49,reviewed,us,us
2000-11-15T15:05:38.170Z,38.397,42.922,65.3,5.6,mwb,292,,,1.08,us,usp000a3p3,2022-04-29T18:57:46.635Z,"19 km NW of Geva?, Turkey",earthquake,,,,,reviewed,us,us
2000-08-23T13:41:28.140Z,40.68,30.72,15.3,5.3,mwc,352,,,,us,usp0009z1g,2022-04-29T18:51:00.127Z,"8 km E of Akyaz?, Turkey",earthquake,,,,,reviewed,isk,hrv
2000-06-06T02:41:49.800Z,40.693,32.992,10,6,mwc,418,,,1.04,us,usp0009u3d,2022-04-29T18:39:52.357Z,"12 km NW of Orta, Turkey",earthquake,,,,,reviewed,us,hrv
2000-04-21T12:23:10.510Z,37.842,29.328,33,5.5,mwc,,,,1.21,us,usp0009rnd,2022-04-29T18:37:24.627Z,"10 km NNE of Honaz, Turkey",earthquake,,,,,reviewed,us,hrv
2000-02-26T08:18:37.690Z,37.304,44.76,33,5.2,ms,,,,0.92,us,usp0009nzq,2014-11-07T01:09:33.908Z,"16 km E of ?emdinli, Turkey",earthquake,,,,1,reviewed,us,us
1999-12-03T17:06:54.700Z,40.358,42.346,19.3,5.7,mwc,,,,1.27,us,usp0009jej,2022-04-29T18:19:34.762Z,"20 km W of Sar?kam??, Turkey",earthquake,,5.8,,,reviewed,us,hrv
1999-11-16T17:51:18.100Z,40.717,31.608,10,5.1,mb,,,,1.18,us,usp0009hqg,2022-04-29T18:11:32.866Z,"2 km S of Bolu, Turkey",earthquake,,,,93,reviewed,us,us
1999-11-12T17:29:31.510Z,40.742,31.471,10,5.2,mb,,,,1.28,us,usp0009hf3,2022-04-29T18:11:09.216Z,"11 km W of Bolu, Turkey",earthquake,,,,42,reviewed,us,us
1999-11-12T17:17:56.790Z,40.785,31.12,10,5.5,mb,,,,1.11,us,usp0009hf0,2022-04-29T18:11:07.997Z,"7 km SSW of Düzce, Turkey",earthquake,,,,62,reviewed,us,us
1999-11-12T16:57:19.550Z,40.758,31.161,10,7.2,mwc,,,,1.11,us,usp0009hev,2022-04-29T18:11:06.858Z,"8 km S of Düzce, Turkey",earthquake,,,,,reviewed,us,hrv
1999-11-11T14:41:25.610Z,40.744,30.266,22,5.7,mwb,,,,,us,usp0009hd3,2022-04-29T18:11:00.581Z,"5 km N of Sapanca, Turkey",earthquake,,,,,reviewed,isk,us
1999-11-07T16:54:41.730Z,40.693,30.725,10,5,mwc,,,,1.14,us,usp0009h7v,2020-09-15T21:02:46.744Z,"8 km E of Akyaz?, Turkey",earthquake,,,,,reviewed,us,hrv
1999-10-05T00:53:28.970Z,36.73,28.24,33,5.2,mwc,,,,1.19,us,usp0009ffh,2022-04-29T18:07:52.757Z,"7 km S of ?çmeler, Turkey",earthquake,,,,,reviewed,us,hrv
1999-09-29T00:13:05.580Z,40.739,29.346,10,5.2,mwc,,,,1.23,us,usp0009f5w,2022-04-29T18:19:07.304Z,"8 km NNW of Ta?köprü, Turkey",earthquake,,,,,reviewed,us,hrv
1999-09-13T11:55:28.180Z,40.709,30.045,13,5.9,mwb,,,,0.93,us,usp0009ede,2022-04-29T18:17:56.667Z,"4 km SE of Köseköy, Turkey",earthquake,,,,,reviewed,us,us
1999-09-09T01:32:08.120Z,40.718,29.144,13.1,5,mb,,,,,us,usp0009e74,2014-11-07T01:08:27.645Z,"7 km NNW of Koruköy, Turkey",earthquake,,,,4,reviewed,isk,us
1999-08-31T08:10:49.530Z,40.711,29.949,10,5.2,mwc,,,,1.04,us,usp0009dv7,2022-04-29T18:17:12.787Z,"2 km NNE of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,hrv
1999-08-19T15:17:45.040Z,40.618,29.138,10,5.2,mwc,,,,1.19,us,usp0009daz,2022-04-29T17:49:28.173Z,"3 km SSE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,hrv
1999-08-17T03:14:00.370Z,40.616,30.688,10,5.1,mb,,,,1.03,us,usp0009d5w,2022-04-29T18:16:23.849Z,"9 km SE of Akyaz?, Turkey",earthquake,,,,91,reviewed,us,us
1999-08-17T00:16:26.150Z,40.741,29.97,10,5,mb,,,,1.3,us,usp0009d53,2014-11-07T01:08:16.895Z,"2 km NW of Kullar, Turkey",earthquake,,,,38,reviewed,us,us
1999-08-17T00:01:39.130Z,40.748,29.864,17,7.6,mwc,,,,1.27,us,usp0009d4z,2022-04-29T18:16:20.188Z,"4 km ESE of Derince, Turkey",earthquake,,,,,reviewed,us,hrv
1999-07-25T06:56:53.020Z,39.309,28.003,10,5.2,mwc,,,,1.32,us,usp0009c33,2022-04-29T18:14:45.404Z,"14 km SW of Bigadiç, Turkey",earthquake,,,,,reviewed,us,hrv
1999-04-06T00:08:22.920Z,39.4,38.307,10,5.4,mwc,,,,1.23,us,usp00095v5,2022-04-29T18:06:39.958Z,"16 km E of Divri?i, Turkey",earthquake,,,,,reviewed,us,hrv
1998-07-04T02:15:46.910Z,36.874,35.321,33,5.4,mwc,,,,1.21,us,usp0008qxd,2022-04-29T17:33:51.827Z,"12 km S of Adana, Turkey",earthquake,,,,,reviewed,us,hrv
1998-06-27T13:55:52.080Z,36.878,35.307,33,6.3,mwc,,,,1.31,us,usp0008qkc,2022-04-29T17:32:19.150Z,"12 km S of Adana, Turkey",earthquake,,,,,reviewed,us,hrv
1998-05-09T15:38:00.480Z,38.278,38.988,10,5.1,mwc,,,,1.08,us,usp0008mrz,2022-04-29T17:26:29.679Z,"5 km SW of Do?anyol, Turkey",earthquake,,,,,reviewed,us,hrv
1998-04-13T15:14:33.530Z,39.238,41.055,33,5.3,mwc,,,,0.99,us,usp0008k4h,2022-04-29T17:24:15.911Z,"7 km SE of Karl?ova, Turkey",earthquake,,,,,reviewed,us,hrv
1998-04-04T16:16:47.070Z,38.102,30.157,10,5.3,mwc,,,,1.13,us,usp0008jjj,2022-04-29T17:23:21.953Z,"4 km N of Dinar, Turkey",earthquake,,,,,reviewed,us,hrv
1998-03-09T11:21:20.340Z,36.024,28.388,72.2,5.1,mwc,,,,1.08,us,usp0008h79,2016-11-09T22:02:43.016Z,"32 km SE of Archángelos, Greece",earthquake,,,,,reviewed,us,hrv
1997-11-14T21:38:51.600Z,38.859,25.795,17.9,6,mwb,,,,1.04,us,usp0008ap8,2022-04-29T17:08:08.692Z,"36 km SSW of Eresós, Greece",earthquake,,2.4,,,reviewed,us,us
1997-01-22T18:27:29.660Z,36.275,35.997,10,5.3,mb,,,,1.09,us,usp0007w7m,2014-11-07T01:01:59.395Z,"9 km NW of Toygarl?, Turkey",earthquake,,,,53,reviewed,us,us
1997-01-22T18:24:50.200Z,36.239,35.922,10,5.1,mb,,,,1.16,us,usp0007w7k,2022-04-29T16:41:58.254Z,"13 km WNW of Toygarl?, Turkey",earthquake,,,,56,reviewed,us,us
1997-01-22T17:57:18.700Z,36.25,35.951,10,5.7,mwc,,,,1.07,us,usp0007w7f,2022-04-29T16:41:53.130Z,"11 km WNW of Toygarl?, Turkey",earthquake,,,,,reviewed,us,hrv
1997-01-21T20:47:46.710Z,38.047,29.03,16.3,5.2,mwc,,,,1.06,us,usp0007w6a,2022-04-29T16:41:34.765Z,"10 km NNW of Akköy, Turkey",earthquake,,,,,reviewed,us,hrv
1996-08-14T03:01:03.750Z,40.329,35.147,10,5.2,mb,,,,1.3,us,usp0007nhz,2022-04-29T20:28:14.898Z,"24 km SSW of Mecitözü, Turkey",earthquake,,,,20,reviewed,us,us
1996-08-14T02:59:41.120Z,40.801,35.37,10,5.7,mwc,,,,1.3,us,usp0007nhy,2022-04-29T20:28:13.590Z,"11 km SW of Merzifon, Turkey",earthquake,,,,,reviewed,us,hrv
1996-08-14T01:55:02.560Z,40.754,35.34,10,5.8,mwb,,,,1.1,us,usp0007nhs,2022-04-29T20:28:12.352Z,"Central Turkey",earthquake,,,,,reviewed,us,us
1996-07-22T01:44:38.070Z,36.147,27.218,33,5.1,mwc,,,,1.1,us,usp0007mcr,2022-04-29T20:25:54.535Z,"52 km S of Mandráki, Greece",earthquake,,,,,reviewed,us,hrv
1996-07-20T00:00:41.880Z,36.147,27.103,33,6.2,mwc,,,,1,us,usp0007m9a,2022-04-29T20:25:44.862Z,"Dodecanese Islands, Greece",earthquake,,,,,reviewed,us,hrv
1996-04-26T07:01:27.520Z,36.366,28.042,74.6,5.5,mwc,,,,1,us,usp0007gmb,2020-09-15T18:45:06.661Z,"8 km SW of Kremastí, Greece",earthquake,,2.8,,,reviewed,us,hrv
1996-04-12T15:39:10.060Z,36.615,27.087,158.7,5.2,mwc,,,,1.1,us,usp0007g35,2016-11-09T22:17:09.050Z,"4 km W of Mandráki, Greece",earthquake,,2.8,,,reviewed,us,hrv
1996-04-02T07:59:26.190Z,37.827,26.995,33,5.4,mwc,,,,1.1,us,usp0007fn8,2022-04-29T20:16:08.292Z,"8 km N of Samos, Greece",earthquake,,,,,reviewed,us,hrv
1995-12-05T18:52:37.770Z,39.553,40.19,10,5.3,mb,,,,1.3,us,usp00078bs,2022-04-29T19:49:17.095Z,"26 km ENE of Pulumer, Turkey",earthquake,,,,62,reviewed,us,us
1995-12-05T18:49:30.460Z,39.44,40.153,14.9,5.8,mw,,,,1.2,us,usp00078br,2022-04-29T17:51:07.227Z,"22 km ESE of Pulumer, Turkey",earthquake,,,,,reviewed,us,hrv
1995-11-30T11:49:34.020Z,36.551,27.118,134.3,5.2,mb,,,,1.1,us,usp00077tj,2014-11-07T00:59:14.861Z,"6 km SSW of Mandráki, Greece",earthquake,,2.1,,100,reviewed,us,us
1995-10-01T18:02:58.330Z,38.047,30.192,33,5,mb,,,,1.2,us,usp000749m,2022-04-29T19:54:20.340Z,"3 km SE of Dinar, Turkey",earthquake,,,,83,reviewed,us,us
1995-10-01T15:57:16.200Z,38.063,30.134,33,6.4,mw,,,,1.1,us,usp000749b,2022-04-29T19:54:18.068Z,"2 km W of Dinar, Turkey",earthquake,,,,,reviewed,us,hrv
1995-08-22T05:34:17.600Z,36.609,26.708,168.4,5.1,mb,,,,1,us,usp000728j,2014-11-07T00:58:34.440Z,"27 km SW of Kéfalos, Greece",earthquake,,1.9,,107,reviewed,us,us
1995-01-29T04:16:56.970Z,39.83,40.657,31.1,5.2,mw,,,,1.2,us,usp0006s1m,2022-04-29T17:48:37.268Z,"10 km SSW of A?kale, Turkey",earthquake,,7.9,,,reviewed,us,hrv
1994-11-13T06:56:00.520Z,36.91,29.06,10,5.4,mw,,,,1.2,us,usp0006nfz,2022-04-28T17:20:28.136Z,"20 km NNE of Göcek, Turkey",earthquake,,,,,reviewed,us,hrv
1994-09-17T02:24:37.890Z,37.885,41.584,8.8,5.1,mb,,,,1,us,usp0006jjr,2022-04-28T17:32:02.698Z,"5 km NNW of Be?p?nar, Turkey",earthquake,,,,84,reviewed,us,us
1994-05-24T02:18:34.900Z,38.765,26.602,16.3,5,mb,,,,1.1,us,usp0006czw,2014-11-07T00:55:30.647Z,"16 km NNE of Karaburun, Turkey",earthquake,,,,95,reviewed,us,us
1994-05-24T02:05:36.290Z,38.664,26.542,17.3,5.5,mw,,,,1.2,us,usp0006czu,2022-04-28T17:42:48.282Z,"4 km NE of Karaburun, Turkey",earthquake,,,,,reviewed,us,hrv
1994-01-28T15:45:24.580Z,38.693,27.493,5,5.4,mw,,,,1,us,usp00067kv,2022-04-28T17:53:29.109Z,"7 km SW of Saruhanl?, Turkey",earthquake,,,,,reviewed,us,hrv
1994-01-03T21:00:31.380Z,37.002,35.842,25.8,5,mb,,,,1.1,us,usp00065z9,2022-04-28T17:51:54.674Z,"3 km SE of Ceyhan, Turkey",earthquake,,,,78,reviewed,us,us
1993-08-26T10:03:57.590Z,36.736,28.051,33.2,5.3,mb,,,,1.1,us,usp0005z81,2022-04-28T18:05:31.167Z,"17 km WSW of ?çmeler, Turkey",earthquake,,2.9,,112,reviewed,us,us
1993-06-14T19:59:42.680Z,39.624,38.41,26.1,5,mb,,,,1.2,us,usp0005uk9,2022-04-28T18:09:11.819Z,"23 km NNW of ?liç, Turkey",earthquake,,5.5,,79,reviewed,us,us
1992-11-06T19:08:09.250Z,38.16,26.998,17.2,6.1,mwb,,,,1.3,us,usp0005gdt,2022-04-28T18:27:46.025Z,"14 km ESE of Seferihisar, Turkey",earthquake,,,,,reviewed,us,us
1992-05-07T19:15:03.330Z,38.698,40.143,18.3,5.2,mw,,,,1.3,us,usp000571g,2022-04-28T18:46:26.214Z,"15 km N of Ar?cak, Turkey",earthquake,,,,,reviewed,us,hrv
1992-03-15T16:16:24.240Z,39.532,39.929,20.9,5.9,mw,,,,1.2,us,usp00054a3,2022-04-28T18:52:18.766Z,"6 km NNE of Pulumer, Turkey",earthquake,,,,,reviewed,us,hrv
1992-03-13T17:18:39.980Z,39.71,39.605,27.2,6.7,mwb,,,,1.1,us,usp000547c,2022-04-28T18:52:09.822Z,"8 km W of Cimin, Turkey",earthquake,,,,,reviewed,us,us
1991-12-05T20:21:55.310Z,36.135,31.807,114.9,5.2,mw,,,,1.1,us,usp000502z,2016-11-10T00:07:55.507Z,"47 km SSW of Mahmutlar, Turkey",earthquake,,,,,reviewed,us,hrv
1991-10-06T01:46:47.580Z,41.096,43.409,18.3,5.1,mw,,,,1.1,us,usp0004xex,2022-04-28T19:00:37.380Z,"24 km SW of Ninotsminda, Georgia",earthquake,,,,,reviewed,us,hrv
1991-07-24T09:45:41.890Z,36.52,44.066,25.5,5.5,mw,,,,1.1,us,usp0004uk3,2022-04-28T19:08:49.664Z,"30 km SSE of ‘Aqrah, Iraq",earthquake,,,,,reviewed,us,hrv
1991-07-04T06:26:31.860Z,42.387,44.116,20.4,5.4,mw,,,,1.3,us,usp0004ts1,2022-04-28T19:06:36.339Z,"14 km E of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-06-15T00:59:20.310Z,42.461,44.009,9.4,6.3,mw,,,,1.2,us,usp0004sxm,2022-04-28T19:10:00.925Z,"9 km NE of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-06-03T10:22:40.440Z,40.048,42.859,27.8,5.2,mw,,,,1.3,us,usp0004sez,2022-04-28T19:09:23.293Z,"26 km WSW of Ka??zman, Turkey",earthquake,,,,,reviewed,us,hrv
1991-05-02T01:25:30.140Z,42.541,43.96,10,5.1,mb,,,,1.3,us,usp0004r4c,2022-04-28T19:12:50.187Z,"15 km N of Java, Georgia",earthquake,,,,46,reviewed,us,us
1991-04-29T20:32:54.210Z,42.541,43.333,10,5.4,mb,,,,1.1,us,usp0004r0u,2022-04-28T19:20:24.206Z,"9 km WSW of Oni, Georgia",earthquake,,,,81,reviewed,us,us
1991-04-29T18:30:41.520Z,42.503,43.899,14.3,6.1,mw,,,,1,us,usp0004r0h,2022-04-28T19:20:22.034Z,"11 km NNW of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-04-29T14:43:06.360Z,42.515,43.937,10,5.4,mb,,,,1.1,us,usp0004r00,2022-04-28T19:20:14.320Z,"Russia-Georgia border region",earthquake,,,,79,reviewed,us,us
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,mw,,,,1.2,us,usp0004qza,2022-04-28T19:19:50.183Z,"22 km WNW of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-04-10T01:08:39.610Z,37.359,36.221,10,5.4,mw,,,,1.3,us,usp0004q55,2022-04-28T19:17:21.986Z,"11 km E of Kadirli, Turkey",earthquake,,,,,reviewed,us,hrv
1991-03-11T18:33:43.120Z,37.009,30.989,112.8,5.2,mw,,,,1,us,usp0004ny1,2016-11-09T22:03:27.533Z,"14 km NW of Serik, Turkey",earthquake,,2.1,,,reviewed,us,hrv
1990-12-16T15:45:40.700Z,41.361,43.715,33,5.5,mw,,,,1.2,us,usp0004j77,2022-04-28T19:30:54.218Z,"14 km NE of Ninotsminda, Georgia",earthquake,,,,,reviewed,us,hrv
1990-11-21T14:02:48.090Z,37.01,29.585,20.4,5,mb,,,,1.1,us,usp0004h6b,2014-11-07T00:47:27.979Z,"3 km ENE of Alt?nyayla, Turkey",earthquake,,4.3,,4,reviewed,us,us
1990-07-18T11:29:24.950Z,36.99,29.595,17.2,5.5,mw,,,,1.2,us,usp0004c4y,2022-04-28T19:43:48.875Z,"4 km E of Alt?nyayla, Turkey",earthquake,,,,,reviewed,us,hrv
1990-04-20T23:30:03.480Z,40.002,40.069,14,5.4,mw,,,,1.4,us,usp000487h,2022-04-28T19:52:39.559Z,"5 km NE of Otlukbeli, Turkey",earthquake,,,,,reviewed,us,hrv
1989-06-24T03:09:57.560Z,36.719,35.943,41.6,5.1,mw,,,,1,us,usp0003wjy,2022-04-28T20:16:18.778Z,"25 km NW of ?skenderun, Turkey",earthquake,,4.2,,,reviewed,us,hrv
1989-05-20T20:44:02.260Z,39.553,40.172,38.2,5.4,mw,,,,1.2,us,usp0003ve5,2022-04-28T20:18:00.891Z,"24 km ENE of Pulumer, Turkey",earthquake,,5.2,,,reviewed,us,hrv
1989-04-28T13:30:19.240Z,37.004,28.139,16.9,5.6,mw,,,,1,us,usp0003ujr,2022-04-28T20:21:57.657Z,"20 km NW of Marmaris, Turkey",earthquake,,2.9,,,reviewed,us,hrv
1989-04-27T23:06:52.240Z,37.027,28.18,13.9,5.5,mw,,,,1.2,us,usp0003ugy,2022-04-28T20:21:49.318Z,"20 km NNW of Marmaris, Turkey",earthquake,,2.9,,,reviewed,us,hrv
1989-02-24T00:40:35.150Z,37.731,29.347,18.5,5.3,mw,,,,1.3,us,usp0003s8b,2022-04-28T20:26:35.078Z,"7 km ESE of Honaz, Turkey",earthquake,,2.9,,,reviewed,us,hrv
1989-02-19T14:28:46.510Z,37.009,28.226,10,5.4,mw,,,,1.5,us,usp0003s2x,2022-04-28T20:26:23.455Z,"17 km NNW of Marmaris, Turkey",earthquake,,,,,reviewed,us,hrv
1989-01-04T07:29:41.150Z,40.89,44.274,10,5,mb,,,,1.2,us,usp0003qgf,2022-04-28T20:27:23.506Z,"3 km N of Arevashogh, Armenia",earthquake,,,,19,reviewed,us,us
1988-12-08T13:33:48.140Z,36.629,30.397,28,5.2,mb,,,,1.3,us,usp0003pph,2014-11-07T00:43:16.582Z,"14 km WSW of Göynük, Turkey",earthquake,,12,,5,reviewed,us,us
1988-12-08T05:36:29.820Z,40.944,44.1,10,5,mb,,,,1,us,usp0003pp2,2014-11-07T00:43:16.410Z,"10 km NW of Gogaran, Armenia",earthquake,,,,6,reviewed,us,us
1988-12-07T09:34:34.050Z,40.956,44.078,10,5,mb,,,,1.4,us,usp0003pmu,2014-11-07T00:43:16.186Z,"12 km NW of Gogaran, Armenia",earthquake,,,,36,reviewed,us,us
1988-12-07T07:45:44.870Z,40.974,44.246,10,5.9,mb,,,,1.3,us,usp0003pmn,2022-04-28T20:28:55.889Z,"9 km NNE of Gogaran, Armenia",earthquake,,,,24,reviewed,us,us
1988-12-07T07:41:24.200Z,40.987,44.185,5.4,6.8,ms,,,,1.3,us,usp0003pmm,2022-04-28T20:28:54.771Z,"10 km N of Gogaran, Armenia",earthquake,,,,24,reviewed,us,us
1988-09-06T19:16:37.450Z,42.007,41.725,10,5,mb,,,,1.2,us,usp0003krc,2014-11-07T00:42:47.727Z,"4 km WNW of Urek’i, Georgia",earthquake,,,,43,reviewed,us,us
1988-06-25T16:15:38.340Z,38.458,43.038,50.9,5.5,mw,,,,1.1,us,usp0003h9v,2022-04-28T20:45:23.381Z,"19 km NNW of Geva?, Turkey",earthquake,,5.5,,,reviewed,us,hrv
1988-04-24T20:49:33.600Z,40.857,28.227,15.6,5.3,mw,,,,1.2,us,usp0003fax,2022-04-28T20:50:12.025Z,"24 km S of Silivri, Turkey",earthquake,,3.1,,,reviewed,us,hrv
1988-04-20T03:50:08.390Z,39.109,44.123,55.2,5.5,mw,,,,1.1,us,usp0003f6d,2022-04-28T20:49:40.595Z,"Turkey-Iran border region",earthquake,,6,,,reviewed,us,hrv
1987-10-05T09:27:02.320Z,36.246,28.282,28.7,5,mb,,,,1.3,us,usp00038zv,2020-08-28T21:35:51.119Z,"11 km ESE of Afántou, Greece",earthquake,,4.6,,48,reviewed,us,us
1987-09-03T12:39:55.090Z,35.895,30.623,45.2,5,mb,,,,1.1,us,usp0003826,2014-11-07T00:40:53.915Z,"55 km SSE of Beykonak, Turkey",earthquake,,3.3,,67,reviewed,us,us
1987-06-19T18:45:41.640Z,36.791,28.193,79.5,5.3,mw,,,,1.1,us,usp00035x1,2016-11-09T22:47:46.374Z,"3 km WSW of ?çmeler, Turkey",earthquake,,3.4,,,reviewed,us,hrv
1986-10-11T09:00:10.550Z,37.931,28.574,5,5.7,mw,,,,1.1,us,usp0002yuv,2022-04-27T22:01:41.783Z,"10 km E of Kuyucak, Turkey",earthquake,,,,,reviewed,us,hrv
1986-08-03T01:33:20.360Z,37.2,37.3,11.5,5,mb,,,,1.1,us,usp0002wu4,2022-04-27T22:06:33.916Z,"17 km NNW of Gaziantep, Turkey",earthquake,,5.6,,42,reviewed,us,us
1986-06-06T10:39:46.930Z,38.001,37.917,10,5.8,mw,,,,1.1,us,usp0002uuj,2022-04-27T22:12:50.297Z,"10 km SSE of Do?an?ehir, Turkey",earthquake,,,,,reviewed,us,hrv
1986-05-13T08:44:02.140Z,41.431,43.737,10,5.8,mw,,,,1.1,us,usp0002tyq,2022-04-27T22:17:07.905Z,"21 km E of Akhalk’alak’i, Georgia",earthquake,,,,,reviewed,us,hrv
1986-05-05T03:35:38.830Z,37.993,37.806,9.6,6.1,mw,,,,1.1,us,usp0002thr,2022-04-27T22:16:10.338Z,"11 km SSW of Do?an?ehir, Turkey",earthquake,,,,,reviewed,us,hrv
1986-04-11T04:10:31.250Z,40.127,43.397,10,5,mb,,,,0.9,us,usp0002su7,2014-11-07T00:38:12.594Z,"22 km E of Ka??zman, Turkey",earthquake,,,,18,reviewed,us,us
1986-03-29T18:36:37.850Z,38.377,25.165,10,5.6,ms,,,,1.2,us,usp0002se2,2022-04-27T21:27:21.731Z,"39 km WSW of Psará, Greece",earthquake,,,,1,reviewed,us,us
1986-03-25T01:41:34.610Z,38.354,25.145,4.4,5.5,mw,,,,1.1,us,usp0002s87,2022-04-27T22:23:19.615Z,"41 km WSW of Psará, Greece",earthquake,,2.2,,,reviewed,us,hrv
1985-12-18T05:46:00.780Z,39.201,26.175,19.6,5,mb,,,,1.2,us,usp0002p1c,2020-08-27T00:40:39.567Z,"4 km SW of Kalloní, Greece",earthquake,,3.4,,49,reviewed,us,us
1985-11-07T08:26:21.440Z,40.31,42.307,33,5.2,mw,,,,1.2,us,usp0002mhd,2022-04-27T22:30:48.319Z,"23 km W of Sar?kam??, Turkey",earthquake,,,,,reviewed,us,hrv
1984-12-03T07:38:10.340Z,37.971,43.147,35.6,5.7,ms,,,,1.1,us,usp00029re,2022-04-27T22:58:45.406Z,"13 km NNE of Konalga, Turkey",earthquake,,5.8,,2,reviewed,us,us
1984-10-18T09:46:24.610Z,40.545,42.403,60.2,5.4,mw,,,,1.1,us,usp000288u,2022-04-27T23:10:51.574Z,"5 km ESE of ?enkaya, Turkey",earthquake,,3.7,,,reviewed,us,hrv
1984-09-18T13:26:01.880Z,40.885,42.219,10,5.5,mw,,,,1.2,us,usp00027g4,2022-04-27T23:13:06.711Z,"10 km NE of Olur, Turkey",earthquake,,,,,reviewed,us,hrv
1984-06-17T07:48:02.620Z,38.859,25.723,22.5,6.1,ms,,,,1.1,us,usp000252t,2022-04-27T23:20:29.707Z,"37 km NNE of Psará, Greece",earthquake,,2,,2,reviewed,us,us
1984-05-06T09:12:02.250Z,38.839,25.63,11.7,5.4,mw,,,,1.1,us,usp000245v,2022-04-27T23:22:39.002Z,"33 km N of Psará, Greece",earthquake,,1.2,,,reviewed,us,hrv
1984-02-05T00:20:16.630Z,37.205,28.653,10,5.1,mb,,,,1.2,us,usp00021sj,2022-04-27T23:34:06.625Z,"23 km ENE of Ula, Turkey",earthquake,,,,48,reviewed,us,us
1983-11-18T01:15:35.670Z,39.781,39.463,27.1,5,mb,,,,1.1,us,usp0001zwq,2022-04-27T23:45:17.611Z,"5 km NNW of Erzincan, Turkey",earthquake,,6.3,,56,reviewed,us,us
1983-10-30T12:40:22.850Z,40.337,42.171,17,5.3,mb,,,,1,us,usp0001ze1,2022-04-27T23:49:26.566Z,"26 km E of Narman, Turkey",earthquake,,,,45,reviewed,us,us
1983-10-30T04:12:27.130Z,40.33,42.187,11.6,6.8,mw,,,,1.1,us,usp0001zdn,2022-04-27T23:49:21.034Z,"27 km E of Narman, Turkey",earthquake,,3,,,reviewed,us,nc
1983-10-21T20:34:49.130Z,40.127,29.377,13.9,5.1,mb,,,,1.1,us,usp0001z4r,2022-04-27T23:48:21.325Z,"5 km NW of Yenice, Turkey",earthquake,,1,,57,reviewed,us,us
1983-10-10T10:16:58.230Z,40.267,25.319,10,5.1,ms,,,,1.1,us,usp0001yw8,2022-04-27T23:47:28.182Z,"26 km SSW of Kamariótissa, Greece",earthquake,,,,5,reviewed,us,us
1983-09-27T23:59:38.450Z,36.688,26.912,158.6,5.5,mb,,,,1,us,usp0001yps,2020-08-26T22:56:41.970Z,"7 km SW of Kéfalos, Greece",earthquake,,1.8,,57,reviewed,us,us
1983-07-05T12:01:27.380Z,40.324,27.222,10,6.1,ms,,,,1.2,us,usp0001wk7,2022-04-27T23:54:30.253Z,"10 km N of Biga, Turkey",earthquake,,,,2,reviewed,us,us
1983-04-06T07:35:46.570Z,39.882,40.411,10,5,mb,,,,1,us,usp0001u7c,2022-04-28T00:05:36.030Z,"11 km NNE of Tercan, Turkey",earthquake,,,,51,reviewed,us,us
1982-03-27T19:57:23.160Z,39.167,41.899,33,5.4,mb,,,,1.1,us,usp0001kd8,2022-04-28T00:42:46.875Z,"26 km SW of Karaçoban, Turkey",earthquake,,,,58,reviewed,us,us
1981-12-21T14:15:43.260Z,39.157,25.507,15.2,5,mb,,,,1.2,us,usp0001hjt,2014-11-07T00:30:32.820Z,"36 km W of Eresós, Greece",earthquake,,5.9,,5,reviewed,us,us
